study,survey,case,data_type,stage_id,stage,pnum,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,250,6,6,5,3,5,5,5,7,5,6,5,3,6,3,7,7,6,7,7,6,2,5,1,5,7,6,6,6,5,5,1,7,6,7,1,3,5,1,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,6,2,3,5,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,252,6,6,6,6,6,6,6,7,2,4,6,3,6,6,7,7,4,7,6,7,7,7,3,6,4,7,6,6,6,4,6,7,6,6,6,6,6,2,6,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,5,1,4,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,254,6,6,6,6,5,4,4,7,3,6,2,2,4,6,7,6,6,6,5,5,2,2,2,5,6,5,6,6,2,4,2,6,6,6,3,5,5,2,2,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,7,4,1,5,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,256,7,7,3,1,4,3,6,7,6,6,6,6,4,7,7,6,7,7,6,2,1,3,3,6,7,3,5,1,6,6,1,7,7,7,2,5,4,4,4,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,7,1,4,3,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,261,7,6,6,7,5,5,6,7,3,7,2,1,7,2,7,7,7,7,5,7,1,7,1,5,7,7,6,7,1,1,1,7,7,7,2,3,7,1,6,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,5,2,3,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,264,7,7,4,4,6,3,4,6,4,4,6,4,3,7,7,6,6,7,4,3,2,2,3,4,7,4,6,4,7,7,3,6,7,7,4,5,3,4,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,6,1,4,3,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,265,5,3,7,7,7,7,7,7,5,7,3,4,5,7,7,7,7,7,5,7,3,6,1,6,7,7,7,7,1,3,5,5,7,5,5,5,6,1,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,6,3,2,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,272,4,4,4,4,4,4,4,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,3,4,4,5,4,4,2,3,4,4,4,5,3,3,4,4,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,3,1,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,274,6,6,5,5,3,5,4,6,2,6,2,2,7,6,7,7,6,6,4,3,1,6,1,4,6,6,7,7,2,4,2,6,7,7,4,3,3,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,3,1,4,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,275,7,6,4,3,4,3,3,6,6,6,6,4,5,5,6,5,5,7,6,3,1,2,6,5,6,3,5,3,5,6,3,7,6,7,2,4,3,5,3,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,6,3,4,2,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,277,7,7,4,4,4,4,4,6,5,5,6,4,4,6,7,6,4,7,4,4,3,4,5,4,4,3,4,4,7,7,3,7,4,7,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,7,1,4,2,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,283,6,6,6,6,6,6,6,6,2,6,2,2,6,6,6,6,6,6,2,6,2,6,1,6,7,6,6,6,2,2,6,6,7,6,2,6,6,1,7,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,3,6,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,286,6,6,6,6,5,6,5,7,2,6,5,2,6,4,6,7,7,7,4,5,3,5,2,6,6,6,4,6,5,5,3,7,7,6,5,4,4,2,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2,7,3,1,5,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,287,6,6,6,4,5,4,5,6,3,5,6,6,5,7,6,7,5,6,5,4,3,3,4,3,6,4,6,5,6,5,2,6,7,7,6,6,5,4,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,296,6,6,6,5,2,3,1,7,2,6,3,4,2,5,6,7,4,6,3,4,3,2,2,2,5,5,5,5,1,1,2,6,6,6,3,3,6,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,5,3,2,4,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,297,7,6,5,4,5,6,3,6,5,7,7,2,5,6,7,7,6,6,6,6,3,3,4,5,6,5,5,5,1,4,5,6,7,7,2,2,5,2,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,5,2,1,4,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,306,7,6,6,6,6,5,5,5,4,7,4,2,6,7,7,6,6,7,6,7,4,1,1,6,6,7,6,6,2,2,6,7,6,7,4,6,6,2,4,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,1,6,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,311,3,3,7,7,5,7,5,7,5,7,1,1,6,4,7,7,7,5,5,7,4,7,1,6,7,7,7,7,1,1,5,3,7,7,6,5,7,1,1,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,6,4,1,7,NA,NA,NA
Uppsala Speaks,uppsala_speaks,Standard,Likert,2,Post-Delib,312,7,5,7,6,6,6,6,7,4,7,1,1,5,4,5,7,5,6,4,4,1,5,1,6,6,7,6,6,1,2,1,7,6,7,5,5,7,3,2,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,6,2,3,7,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,1,2,1,2,8,8,8,8,2,7,3,1,8,1,1,8,9,8,9,9,7,7,5,2,9,1,3,1,2,2,3,9,2,9,9,4,3,7,7,8,9,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,2,5,1,5,9,9,9,9,4,2,9,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,3,8,7,7,7,6,8,8,6,3,6,6,6,6,3,6,7,7,7,8,6,7,5,1,9,1,2,3,3,3,5,6,3,4,7,3,5,6,7,3,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,4,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,4,1,7,5,2,9,9,7,1,7,9,1,9,1,1,5,9,8,8,7,5,5,5,5,9,1,1,5,2,8,7,9,7,9,9,8,5,8,5,9,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,6,6,3,2,8,8,8,8,8,3,2,1,9,1,2,3,9,3,2,8,8,6,5,1,8,1,2,2,1,2,2,8,2,9,5,6,1,3,1,1,9,8,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,7,2,2,2,8,7,8,7,3,2,7,2,8,2,2,2,8,8,6,9,7,4,5,2,9,2,2,2,2,1,2,7,3,7,4,2,2,2,6,3,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,4,3,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,8,2,3,2,9,2,9,7,2,3,7,2,8,2,1,6,9,9,7,9,2,8,5,1,9,1,1,1,2,1,3,9,1,9,7,7,1,9,9,1,9,9,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,3,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,9,8,9,7,3,9,5,5,7,3,5,1,8,7,3,8,8,9,7,9,5,7,5,2,8,3,1,1,1,2,3,3,5,8,7,4,5,8,7,7,9,3,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,10,6,7,7,6,6,4,5,8,7,1,5,6,7,4,4,5,7,8,7,5,5,5,5,8,1,4,2,3,1,5,5,5,8,5,2,4,5,5,6,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,11,8,2,3,8,7,9,9,2,3,8,3,7,4,2,3,8,8,3,9,8,5,5,1,9,2,3,2,4,3,4,3,2,8,5,3,4,4,4,2,8,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,1,Pre-Delib,12,3,2,6,6,7,7,4,6,2,8,1,9,4,1,4,6,8,2,9,4,2,7,5,8,4,3,3,4,1,3,7,5,6,5,5,3,5,5,6,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,1,1,2,1,8,8,9,5,5,1,9,1,9,7,1,1,9,9,5,9,6,8,9,3,9,1,1,2,1,1,3,8,5,9,5,3,7,3,8,7,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,2,1,3,2,4,6,8,3,2,1,7,3,3,3,3,5,8,8,6,8,5,3,5,3,9,1,3,2,3,2,2,7,7,9,4,2,3,2,3,2,9,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,3,4,3,6,7,4,8,2,3,2,1,1,7,3,2,7,7,8,6,7,6,6,4,8,7,2,6,2,3,3,3,7,9,7,5,4,5,1,2,3,9,9,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,4,5,5,6,6,6,8,5,4,1,9,3,6,4,2,4,7,5,4,9,7,7,4,4,8,2,8,2,1,4,2,8,5,8,6,8,6,6,3,4,8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,6,3,4,3,5,5,6,2,6,3,9,4,6,5,4,5,8,3,3,1,3,4,6,6,6,2,7,5,2,3,4,6,8,7,4,4,4,7,7,6,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,4,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,7,1,1,2,8,9,9,6,8,1,3,1,8,2,2,2,9,3,2,7,8,4,9,4,9,1,1,2,1,2,1,9,4,9,5,6,1,2,1,2,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,3,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,8,2,2,2,8,6,9,5,2,2,9,2,8,2,2,2,8,2,2,9,8,7,4,4,9,2,2,2,2,2,1,9,4,8,4,4,7,2,1,2,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,9,3,3,2,9,3,9,3,2,2,9,1,9,2,1,2,9,9,1,9,8,7,8,2,8,1,1,1,2,1,2,2,3,9,3,7,8,2,2,2,9,8,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,10,3,3,4,7,6,8,6,2,3,9,3,7,5,3,6,7,8,6,9,7,6,7,3,8,2,1,3,4,4,4,8,4,8,6,7,5,5,2,4,9,2,7,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,11,1,2,1,9,5,5,2,7,1,3,1,8,4,1,3,8,8,7,8,4,4,8,3,9,1,1,1,2,1,1,3,7,8,5,3,4,6,2,8,9,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
FNQCJ,fnqcj,FNQCJ,Likert,2,Post-Delib,12,4,2,3,7,4,1,6,4,2,9,3,7,4,3,1,7,7,2,9,8,5,4,6,8,3,2,2,4,2,2,8,4,9,6,4,5,5,1,4,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,302,7,11,8,6,8,7,6,6,9,1,3,9,6,9,9,8,6,10,9,9,6,11,8,9,8,11,5,9,9,8,8,9,9,9,9,11,7,9,6,11,11,9,9,10,7,11,11,11,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,408,2,10,8,11,6,11,11,10,8,6,8,7,1,11,6,6,4,6,6,4,8,3,1,11,6,4,3,7,5,6,11,8,4,7,6,6,8,10,6,4,4,6,10,6,6,6,9,2,NA,NA,4,1,3,5,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,520,10,10,10,9,9,7,8,2,9,3,10,11,7,11,9,8,9,11,11,11,10,6,11,10,3,10,10,11,9,6,10,10,1,11,11,11,11,11,11,11,11,9,11,11,11,11,11,1,NA,NA,4,3,2,1,5,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,777,8,10,8,9,8,6,6,9,5,7,8,9,2,8,6,8,3,5,7,4,7,7,3,7,3,4,9,8,6,6,9,11,9,8,6,9,8,8,6,6,7,6,9,7,6,7,6,6,NA,NA,1,5,3,2,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1021,6,11,6,11,11,11,10,11,6,9,5,6,3,9,11,11,6,6,3,3,7,9,9,11,8,9,9,9,9,6,11,9,5,9,6,6,8,9,6,6,4,6,11,10,6,10,6,10,NA,NA,4,5,1,3,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1161,9,11,10,10,11,5,5,10,7,5,7,4,2,10,9,10,7,9,4,3,10,8,1,11,2,11,4,8,8,9,11,8,10,9,8,3,10,9,3,9,7,5,11,11,11,4,2,9,NA,NA,2,1,5,4,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1290,9,11,11,7,7,7,6,11,11,1,11,3,1,7,10,11,6,11,5,6,7,6,1,8,11,11,6,11,9,10,11,3,9,6,9,3,11,9,10,7,7,7,11,11,11,11,11,1,NA,NA,1,2,5,3,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1427,10,11,9,11,4,4,9,11,11,8,11,11,1,11,7,11,1,8,9,10,3,9,1,9,8,11,11,3,2,2,3,3,4,9,9,11,11,11,3,11,10,4,10,10,10,11,9,4,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1553,7,9,9,10,10,11,8,9,8,8,10,11,1,11,6,7,1,2,9,9,9,3,1,10,1,9,3,11,9,4,10,11,2,9,11,3,8,1,1,2,8,9,11,10,8,2,9,2,NA,NA,4,5,3,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1837,3,9,9,9,10,9,8,7,7,9,8,4,7,11,7,7,5,4,6,4,9,5,2,10,10,11,5,11,8,8,8,7,6,7,4,7,8,7,9,8,6,7,11,9,8,5,6,3,NA,NA,2,1,5,4,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,1857,6,10,9,11,9,10,8,11,6,4,4,8,2,11,10,10,6,4,8,6,3,8,6,8,4,10,11,10,9,8,10,3,9,8,10,9,9,10,6,10,10,6,10,8,9,10,10,2,NA,NA,4,2,5,3,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,3053,8,8,8,8,8,6,7,9,4,5,6,5,5,5,6,4,3,3,4,5,7,9,1,6,3,7,6,7,9,4,11,5,5,6,6,6,5,7,5,7,7,7,8,6,6,6,5,8,NA,NA,4,5,1,2,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,4013,11,11,11,3,10,4,6,11,11,8,10,9,1,10,6,8,1,10,11,8,6,11,6,11,10,11,11,11,6,3,11,6,10,11,9,10,10,2,8,11,11,6,11,11,2,6,11,6,NA,NA,3,2,5,1,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,4432,1,9,10,10,10,10,10,8,10,9,8,7,1,10,10,10,1,8,7,9,8,6,1,8,5,7,4,5,6,4,11,8,8,8,9,8,8,8,8,9,9,7,10,1,4,8,8,5,NA,NA,3,4,2,5,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,4592,3,9,10,11,11,11,9,9,9,7,8,5,2,9,10,10,3,7,5,4,7,4,1,9,7,7,11,9,7,4,10,5,10,7,4,3,7,5,11,10,5,7,11,11,6,5,4,5,NA,NA,2,1,4,5,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5150,9,9,9,3,6,4,8,9,8,10,11,5,4,10,9,11,10,11,11,8,5,4,4,11,1,9,9,11,5,6,10,1,6,6,9,5,8,6,7,11,11,7,11,10,11,1,1,9,NA,NA,4,2,3,1,5,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5268,7,9,6,9,9,9,9,9,7,5,9,8,5,8,8,9,6,8,4,6,8,4,6,9,4,9,8,7,6,4,6,4,6,8,9,3,6,7,4,3,3,8,8,4,6,4,4,4,NA,NA,3,5,4,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5411,1,11,6,11,8,11,4,3,10,9,7,9,3,10,11,11,6,7,10,8,8,4,10,11,2,10,11,11,6,3,10,9,6,7,3,4,5,3,10,9,11,6,10,11,9,11,5,2,NA,NA,3,4,2,1,5,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5477,7,11,11,10,11,8,10,11,9,9,11,3,2,11,11,11,1,10,3,9,1,2,1,11,11,11,6,10,6,10,1,1,11,11,11,6,10,11,11,10,10,6,11,11,6,10,11,11,NA,NA,3,1,5,2,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5761,7,11,7,8,7,7,7,7,9,7,8,7,1,9,8,7,1,7,6,7,8,1,1,8,10,10,9,8,7,8,11,9,8,8,8,5,6,8,7,7,7,6,9,11,7,9,9,7,NA,NA,5,1,4,2,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,5815,9,11,10,8,10,8,5,9,11,6,6,7,1,10,6,7,2,6,8,4,11,3,1,9,1,8,11,6,3,9,11,11,6,9,4,5,3,6,1,2,7,1,11,6,9,3,9,5,NA,NA,1,5,3,4,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,8886,3,10,6,11,10,11,11,11,4,10,10,10,2,11,10,10,4,2,3,4,3,6,3,11,2,10,7,10,6,3,11,1,1,10,8,3,10,10,2,2,8,4,10,9,8,9,10,1,NA,NA,3,5,4,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,10177,3,9,9,9,9,8,5,8,9,9,10,4,3,8,9,9,3,8,8,9,6,8,3,11,11,11,2,8,3,8,11,9,8,9,9,9,9,10,8,9,10,10,10,11,11,11,8,3,NA,NA,3,2,5,1,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,10435,9,9,11,9,8,8,4,8,10,4,10,4,6,9,11,11,1,6,7,8,4,4,1,9,5,11,9,9,7,4,9,4,10,9,10,10,8,8,3,10,8,10,9,9,6,3,9,7,NA,NA,4,3,5,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,10455,7,6,8,10,6,4,5,9,7,3,6,7,2,9,6,7,6,7,5,7,9,7,5,8,2,10,8,11,7,6,5,9,7,6,6,6,7,9,9,6,5,6,7,8,6,8,8,9,NA,NA,4,5,1,2,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,11869,2,10,10,11,11,10,6,10,11,9,10,9,2,10,10,9,2,9,9,9,6,10,1,11,9,10,11,9,9,3,11,8,8,11,3,6,10,6,8,6,9,9,10,11,10,2,6,10,NA,NA,5,4,1,3,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,12445,8,11,11,11,11,8,4,2,11,4,5,8,1,9,11,11,4,7,7,4,3,7,3,11,3,11,11,10,5,4,11,5,8,9,7,7,9,7,3,7,9,3,9,3,6,11,9,3,NA,NA,1,5,3,2,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,12584,3,11,5,10,8,9,9,5,8,5,8,9,5,9,10,10,3,8,9,7,10,10,7,11,11,11,11,10,9,10,10,4,6,7,5,5,7,11,9,9,10,6,9,10,8,9,8,1,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,12635,9,11,7,11,11,9,10,11,11,3,9,10,4,11,11,11,1,7,7,9,7,5,4,8,2,10,11,11,5,5,11,11,11,11,11,9,9,10,4,7,10,8,11,11,5,9,5,3,NA,NA,5,3,4,1,2,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,12736,9,11,10,10,11,9,8,11,9,4,10,10,3,10,11,9,2,11,10,8,11,11,9,10,3,10,10,10,9,4,11,10,10,9,10,9,10,8,3,4,8,9,10,11,8,10,9,1,NA,NA,4,5,3,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,13199,6,11,6,11,7,2,6,1,3,11,11,11,2,11,8,11,6,6,3,6,2,6,1,11,11,6,11,9,11,7,1,1,6,6,8,6,11,11,11,11,6,6,11,11,11,11,11,11,NA,NA,5,2,4,1,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,14291,11,11,10,1,9,9,3,11,11,3,11,11,1,11,11,11,5,10,8,9,2,11,11,11,10,11,9,11,11,10,11,9,1,11,11,11,9,10,1,11,11,6,11,11,3,11,2,1,NA,NA,5,1,3,2,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,14391,8,9,7,10,8,7,5,9,7,5,7,4,4,8,5,8,5,5,5,7,7,7,4,7,5,7,8,7,7,7,7,5,5,7,5,4,5,8,8,5,8,7,8,7,5,9,5,2,NA,NA,2,1,3,5,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,14660,7,9,8,11,9,9,9,11,9,7,8,11,10,11,9,9,8,8,8,8,8,10,8,11,8,6,11,8,6,6,6,6,6,7,7,4,6,7,4,8,7,7,9,7,8,7,9,8,NA,NA,2,4,5,1,3,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,14764,4,11,8,9,9,6,8,9,8,6,8,6,1,8,9,11,1,3,6,7,9,5,1,10,6,9,10,11,6,6,9,3,4,8,8,5,8,7,6,6,8,6,6,7,5,7,7,4,NA,NA,4,3,5,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,17008,7,10,8,8,9,8,8,10,9,6,8,6,2,9,9,9,6,7,7,8,7,5,9,9,8,8,8,7,8,5,11,6,8,8,8,7,7,9,9,9,9,8,9,9,4,7,9,3,NA,NA,3,2,5,1,4,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,17788,9,9,7,8,8,4,5,9,9,4,9,9,3,9,9,9,4,7,9,9,3,9,4,8,9,9,9,9,9,9,9,4,4,8,9,8,8,11,9,10,10,10,10,10,3,9,5,8,NA,NA,5,3,4,2,1,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,17890,2,11,10,11,11,11,7,6,5,9,3,4,1,3,11,11,6,8,4,7,7,1,11,11,11,11,11,3,11,11,11,6,8,11,11,3,11,11,9,4,3,11,11,11,11,11,11,11,NA,NA,4,2,3,1,5,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,19098,8,11,10,10,10,10,10,10,10,7,9,8,1,11,10,9,2,9,2,10,8,4,10,10,2,10,10,9,8,10,10,6,10,10,10,6,8,9,7,10,9,10,11,8,6,2,2,7,NA,NA,2,3,4,1,5,NA,NA,NA,NA,NA
Australian Citizens' Parliament,acp,Citizen Parliamentarian,Likert,1,Pre-Delib,19101,7,2,7,9,9,10,3,2,10,3,9,8,3,9,11,10,6,4,4,7,4,8,4,11,8,9,3,11,4,8,10,5,4,8,7,10,8,11,8,10,7,9,10,7,7,10,10,9,NA,NA,5,3,2,1,4,NA,NA,NA,NA,NA
